

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1736637867
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-5.12,
1,2910065340557820165,-5.12,
2,2902201770801365469,-6.00,
3,2893986434666987807,-5.31,
4,2918313179895300117,-5.44,
5,2935393797722341677,-5.06,
6,2910065340557820165,-5.12,
7,2902201770801365469,-6.00,
8,2893986434666987807,-5.37,
9,2918313179895300117,-5.44,
10,2935393797722341677,-5.06,
11,2910065340557820165,-5.12,
12,2902201770801365469,-6.00,
13,2893986434666987807,-5.31,
14,2918313179895300117,-5.44,
15,2935393797722341677,-5.06,
16,2910065340557820165,-5.12,
17,2902201770801365469,-6.00,
18,2893986434666987807,-5.31,
19,2918313179895300117,-5.37,
20,2935393797722341677,-5.06,
21,2910065340557820165,-5.12,
22,2902201770801365469,-6.00,
23,2893986434666987807,-5.31,
24,2918313179895300117,-5.44,
25,2935393797722341677,-5.06,
26,2910065340557820165,-5.12,
27,2902201770801365469,-6.00,
28,2893986434666987807,-5.31,
29,2918313179895300117,-5.37,
THERMISTORS_STOP

DATA-stop

