

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1736909275
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-1.31,
1,2910065340557820165,-1.37,
2,2902201770801365469,-2.00,
3,2893986434666987807,-1.56,
4,2918313179895300117,-1.50,
5,2935393797722341677,-1.31,
6,2910065340557820165,-1.37,
7,2902201770801365469,-1.94,
8,2893986434666987807,-1.56,
9,2918313179895300117,-1.50,
10,2935393797722341677,-1.31,
11,2910065340557820165,-1.31,
12,2902201770801365469,-1.94,
13,2893986434666987807,-1.56,
14,2918313179895300117,-1.50,
15,2935393797722341677,-1.31,
16,2910065340557820165,-1.31,
17,2902201770801365469,-1.94,
18,2893986434666987807,-1.50,
19,2918313179895300117,-1.50,
20,2935393797722341677,-1.31,
21,2910065340557820165,-1.31,
22,2902201770801365469,-1.94,
23,2893986434666987807,-1.56,
24,2918313179895300117,-1.50,
25,2935393797722341677,-1.31,
26,2910065340557820165,-1.31,
27,2902201770801365469,-1.94,
28,2893986434666987807,-1.56,
29,2918313179895300117,-1.50,
THERMISTORS_STOP

DATA-stop

