

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1736283090
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-1.31,
1,2910065340557820165,-1.31,
2,2902201770801365469,-1.06,
3,2893986434666987807,-0.75,
4,2918313179895300117,-0.62,
5,2935393797722341677,-1.31,
6,2910065340557820165,-1.31,
7,2902201770801365469,-1.06,
8,2893986434666987807,-0.75,
9,2918313179895300117,-0.56,
10,2935393797722341677,-1.31,
11,2910065340557820165,-1.31,
12,2902201770801365469,-1.06,
13,2893986434666987807,-0.75,
14,2918313179895300117,-0.56,
15,2935393797722341677,-1.31,
16,2910065340557820165,-1.31,
17,2902201770801365469,-1.06,
18,2893986434666987807,-0.75,
19,2918313179895300117,-0.56,
20,2935393797722341677,-1.31,
21,2910065340557820165,-1.31,
22,2902201770801365469,-1.06,
23,2893986434666987807,-0.75,
24,2918313179895300117,-0.56,
25,2935393797722341677,-1.31,
26,2910065340557820165,-1.31,
27,2902201770801365469,-1.06,
28,2893986434666987807,-0.75,
29,2918313179895300117,-0.56,
THERMISTORS_STOP

DATA-stop

