

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1736680647
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-6.25,
1,2910065340557820165,-6.25,
2,2902201770801365469,-5.81,
3,2893986434666987807,-5.56,
4,2918313179895300117,-5.69,
5,2935393797722341677,-6.25,
6,2910065340557820165,-6.25,
7,2902201770801365469,-5.81,
8,2893986434666987807,-5.56,
9,2918313179895300117,-5.69,
10,2935393797722341677,-6.25,
11,2910065340557820165,-6.25,
12,2902201770801365469,-5.81,
13,2893986434666987807,-5.56,
14,2918313179895300117,-5.69,
15,2935393797722341677,-6.25,
16,2910065340557820165,-6.25,
17,2902201770801365469,-5.81,
18,2893986434666987807,-5.56,
19,2918313179895300117,-5.75,
20,2935393797722341677,-6.25,
21,2910065340557820165,-6.25,
22,2902201770801365469,-5.81,
23,2893986434666987807,-5.56,
24,2918313179895300117,-5.69,
25,2935393797722341677,-6.25,
26,2910065340557820165,-6.25,
27,2902201770801365469,-5.81,
28,2893986434666987807,-5.56,
29,2918313179895300117,-5.69,
THERMISTORS_STOP

DATA-stop

