millis,stamp,datetime,ambient_temp,object_temp
8559998, 1737216005, "2025/1/18 16:0:5", 5.13, 0.81
8569998, 1737216015, "2025/1/18 16:0:15", 5.09, 0.77
8579999, 1737216025, "2025/1/18 16:0:25", 5.09, 0.79
8589999, 1737216035, "2025/1/18 16:0:35", 5.09, 0.83
8599999, 1737216045, "2025/1/18 16:0:45", 5.11, 0.85
8609999, 1737216055, "2025/1/18 16:0:55", 5.05, 0.85
8619999, 1737216065, "2025/1/18 16:1:5", 5.05, 0.75
8629999, 1737216075, "2025/1/18 16:1:15", 5.03, 0.81
8640000, 1737216085, "2025/1/18 16:1:25", 5.03, 0.91
8649999, 1737216095, "2025/1/18 16:1:35", 5.03, 0.81
8659999, 1737216105, "2025/1/18 16:1:45", 5.01, 0.81
8669999, 1737216115, "2025/1/18 16:1:55", 5.01, 0.85
8679999, 1737216125, "2025/1/18 16:2:5", 4.99, 0.81
8689999, 1737216135, "2025/1/18 16:2:15", 4.99, 0.79
8699999, 1737216145, "2025/1/18 16:2:25", 4.99, 0.91
8709999, 1737216155, "2025/1/18 16:2:35", 4.97, 0.75
8720001, 1737216165, "2025/1/18 16:2:45", 4.97, 0.81
8729999, 1737216175, "2025/1/18 16:2:55", 4.97, 0.89
8739999, 1737216185, "2025/1/18 16:3:5", 4.93, 0.85
8749999, 1737216195, "2025/1/18 16:3:15", 4.93, 0.69
8759999, 1737216205, "2025/1/18 16:3:25", 4.91, 0.69
8769999, 1737216215, "2025/1/18 16:3:35", 4.93, 0.87
8779999, 1737216225, "2025/1/18 16:3:45", 4.91, 0.71
8789999, 1737216235, "2025/1/18 16:3:55", 4.87, 0.85
8799998, 1737216245, "2025/1/18 16:4:5", 4.89, 0.67
8809999, 1737216255, "2025/1/18 16:4:15", 4.89, 0.79
8819999, 1737216265, "2025/1/18 16:4:25", 4.87, 0.83
8829999, 1737216275, "2025/1/18 16:4:35", 4.81, 0.73
8839999, 1737216285, "2025/1/18 16:4:45", 4.85, 0.71
8849999, 1737216295, "2025/1/18 16:4:55", 4.81, 0.65
8859999, 1737216305, "2025/1/18 16:5:5", 4.83, 0.79
8869999, 1737216315, "2025/1/18 16:5:15", 4.81, 0.63
8880000, 1737216325, "2025/1/18 16:5:25", 4.81, 0.67
8889999, 1737216335, "2025/1/18 16:5:35", 4.77, 0.77
8899999, 1737216345, "2025/1/18 16:5:45", 4.81, 0.79
8910000, 1737216355, "2025/1/18 16:5:55", 4.79, 0.77
8919999, 1737216365, "2025/1/18 16:6:5", 4.79, 0.67
8929999, 1737216375, "2025/1/18 16:6:15", 4.75, 0.69
8939999, 1737216385, "2025/1/18 16:6:25", 4.75, 0.67
8949999, 1737216395, "2025/1/18 16:6:35", 4.75, 0.79
8959998, 1737216405, "2025/1/18 16:6:45", 4.75, 0.83
8969999, 1737216415, "2025/1/18 16:6:55", 4.75, 0.65
8979999, 1737216425, "2025/1/18 16:7:5", 4.73, 0.79
8989999, 1737216435, "2025/1/18 16:7:15", 4.75, 0.75
8999999, 1737216445, "2025/1/18 16:7:25", 4.69, 0.67
9009999, 1737216455, "2025/1/18 16:7:35", 4.67, 0.65
9019999, 1737216465, "2025/1/18 16:7:45", 4.69, 0.63
9029999, 1737216475, "2025/1/18 16:7:55", 4.69, 0.73
9040000, 1737216485, "2025/1/18 16:8:5", 4.67, 0.87
9049999, 1737216495, "2025/1/18 16:8:15", 4.65, 0.81
9059999, 1737216505, "2025/1/18 16:8:25", 4.63, 0.65
9070000, 1737216515, "2025/1/18 16:8:35", 4.65, 0.81
9079999, 1737216525, "2025/1/18 16:8:45", 4.65, 0.81
9089999, 1737216535, "2025/1/18 16:8:55", 4.63, 0.69
9100000, 1737216545, "2025/1/18 16:9:5", 4.63, 0.77
9109999, 1737216555, "2025/1/18 16:9:15", 4.63, 0.81
9119998, 1737216565, "2025/1/18 16:9:25", 4.61, 0.71
9129999, 1737216575, "2025/1/18 16:9:35", 4.59, 0.69
9139999, 1737216585, "2025/1/18 16:9:45", 4.57, 0.77
9149999, 1737216595, "2025/1/18 16:9:55", 4.57, 0.63
9159999, 1737216605, "2025/1/18 16:10:5", 4.57, 0.73
9169999, 1737216615, "2025/1/18 16:10:15", 4.57, 0.91
9179999, 1737216625, "2025/1/18 16:10:25", 4.55, 0.87
9189999, 1737216635, "2025/1/18 16:10:35", 4.57, 0.79
9199998, 1737216645, "2025/1/18 16:10:45", 4.51, 0.71
9209999, 1737216655, "2025/1/18 16:10:55", 4.51, 0.71
9219999, 1737216665, "2025/1/18 16:11:5", 4.55, 0.91
9230000, 1737216675, "2025/1/18 16:11:15", 4.51, 0.75
9239999, 1737216685, "2025/1/18 16:11:25", 4.47, 0.79
9249999, 1737216695, "2025/1/18 16:11:35", 4.47, 0.83
9259999, 1737216705, "2025/1/18 16:11:45", 4.47, 0.81
9269998, 1737216715, "2025/1/18 16:11:55", 4.43, 0.77
9280000, 1737216725, "2025/1/18 16:12:5", 4.47, 0.75
9289999, 1737216735, "2025/1/18 16:12:15", 4.45, 0.73
9299998, 1737216745, "2025/1/18 16:12:25", 4.43, 0.79
9309999, 1737216755, "2025/1/18 16:12:35", 4.43, 0.81
9319999, 1737216765, "2025/1/18 16:12:45", 4.43, 0.65
9329999, 1737216775, "2025/1/18 16:12:55", 4.43, 0.87
9339999, 1737216785, "2025/1/18 16:13:5", 4.41, 0.75
9349999, 1737216795, "2025/1/18 16:13:15", 4.43, 0.81
9360001, 1737216805, "2025/1/18 16:13:25", 4.39, 0.75
9369999, 1737216815, "2025/1/18 16:13:35", 4.37, 0.75
9379999, 1737216825, "2025/1/18 16:13:45", 4.37, 0.73
9389999, 1737216835, "2025/1/18 16:13:55", 4.35, 0.75
9399999, 1737216845, "2025/1/18 16:14:5", 4.35, 0.69
9409999, 1737216855, "2025/1/18 16:14:15", 4.35, 0.69
9419999, 1737216865, "2025/1/18 16:14:25", 4.33, 0.69
9429999, 1737216875, "2025/1/18 16:14:35", 4.31, 0.71
9440000, 1737216885, "2025/1/18 16:14:45", 4.31, 0.77
9449999, 1737216895, "2025/1/18 16:14:55", 4.31, 0.71
9459999, 1737216905, "2025/1/18 16:15:5", 4.27, 0.67
9469999, 1737216915, "2025/1/18 16:15:15", 4.29, 0.65
9479999, 1737216925, "2025/1/18 16:15:25", 4.25, 0.73
9489999, 1737216935, "2025/1/18 16:15:35", 4.25, 0.67
9499999, 1737216945, "2025/1/18 16:15:45", 4.23, 0.75
9509999, 1737216955, "2025/1/18 16:15:55", 4.25, 0.75
9519998, 1737216965, "2025/1/18 16:16:5", 4.23, 0.65
9529999, 1737216975, "2025/1/18 16:16:15", 4.23, 0.69
9539999, 1737216985, "2025/1/18 16:16:25", 4.21, 0.69
9549999, 1737216995, "2025/1/18 16:16:35", 4.21, 0.69
9560000, 1737217005, "2025/1/18 16:16:45", 4.21, 0.61
9569999, 1737217015, "2025/1/18 16:16:55", 4.21, 0.71
9579999, 1737217025, "2025/1/18 16:17:5", 4.17, 0.63
9589999, 1737217035, "2025/1/18 16:17:15", 4.17, 0.67
9600000, 1737217045, "2025/1/18 16:17:25", 4.17, 0.71
9610000, 1737217055, "2025/1/18 16:17:35", 4.15, 0.69
9619999, 1737217065, "2025/1/18 16:17:45", 4.17, 0.61
9630000, 1737217075, "2025/1/18 16:17:55", 4.13, 0.65
9639999, 1737217085, "2025/1/18 16:18:5", 4.15, 0.75
9649999, 1737217095, "2025/1/18 16:18:15", 4.15, 0.79
9660000, 1737217105, "2025/1/18 16:18:25", 4.09, 0.71
9669999, 1737217115, "2025/1/18 16:18:35", 4.11, 0.73
9680000, 1737217125, "2025/1/18 16:18:45", 4.09, 0.73
9689999, 1737217135, "2025/1/18 16:18:55", 4.11, 0.79
9699999, 1737217145, "2025/1/18 16:19:5", 4.09, 0.65
9709999, 1737217155, "2025/1/18 16:19:15", 4.03, 0.73
9719999, 1737217165, "2025/1/18 16:19:25", 4.11, 0.69
9729999, 1737217175, "2025/1/18 16:19:35", 4.03, 0.63
9739999, 1737217185, "2025/1/18 16:19:45", 4.03, 0.75
9749999, 1737217195, "2025/1/18 16:19:55", 4.03, 0.63
9760000, 1737217205, "2025/1/18 16:20:5", 4.03, 0.71
9769999, 1737217215, "2025/1/18 16:20:15", 4.03, 0.69
9779999, 1737217225, "2025/1/18 16:20:25", 3.99, 0.69
9790000, 1737217235, "2025/1/18 16:20:35", 3.99, 0.63
9799999, 1737217245, "2025/1/18 16:20:45", 3.97, 0.69
9809999, 1737217255, "2025/1/18 16:20:55", 3.99, 0.71
9819999, 1737217265, "2025/1/18 16:21:5", 4.01, 0.61
9829999, 1737217275, "2025/1/18 16:21:15", 3.99, 0.77
9839998, 1737217285, "2025/1/18 16:21:25", 3.97, 0.63
9849999, 1737217295, "2025/1/18 16:21:35", 3.97, 0.69
9860000, 1737217305, "2025/1/18 16:21:45", 3.95, 0.65
9869999, 1737217315, "2025/1/18 16:21:55", 3.95, 0.73
9879999, 1737217325, "2025/1/18 16:22:5", 3.91, 0.59
9889999, 1737217335, "2025/1/18 16:22:15", 3.91, 0.59
9899999, 1737217345, "2025/1/18 16:22:25", 3.95, 0.73
9909999, 1737217355, "2025/1/18 16:22:35", 3.91, 0.67
9919998, 1737217365, "2025/1/18 16:22:45", 3.91, 0.63
9929999, 1737217375, "2025/1/18 16:22:55", 3.89, 0.69
9939999, 1737217385, "2025/1/18 16:23:5", 3.89, 0.63
9949999, 1737217395, "2025/1/18 16:23:15", 3.87, 0.63
9959999, 1737217405, "2025/1/18 16:23:25", 3.87, 0.59
9969999, 1737217415, "2025/1/18 16:23:35", 3.83, 0.65
9979999, 1737217425, "2025/1/18 16:23:45", 3.85, 0.65
9989999, 1737217435, "2025/1/18 16:23:55", 3.87, 0.85
9999998, 1737217445, "2025/1/18 16:24:5", 3.87, 0.59
10009999, 1737217455, "2025/1/18 16:24:15", 3.83, 0.69
10019999, 1737217465, "2025/1/18 16:24:25", 3.85, 0.67
10030000, 1737217475, "2025/1/18 16:24:35", 3.83, 0.63
10039999, 1737217485, "2025/1/18 16:24:45", 3.79, 0.63
10049999, 1737217495, "2025/1/18 16:24:55", 3.79, 0.67
10060000, 1737217505, "2025/1/18 16:25:5", 3.77, 0.61
10069999, 1737217515, "2025/1/18 16:25:15", 3.77, 0.61
10080000, 1737217525, "2025/1/18 16:25:25", 3.79, 0.69
10089999, 1737217535, "2025/1/18 16:25:35", 3.77, 0.71
10099999, 1737217545, "2025/1/18 16:25:45", 3.75, 0.67
10110000, 1737217555, "2025/1/18 16:25:55", 3.75, 0.79
10119999, 1737217565, "2025/1/18 16:26:5", 3.73, 0.57
10129999, 1737217575, "2025/1/18 16:26:15", 3.71, 0.65
10139999, 1737217585, "2025/1/18 16:26:25", 3.73, 0.63
10149999, 1737217595, "2025/1/18 16:26:35", 3.71, 0.67
10160000, 1737217605, "2025/1/18 16:26:45", 3.71, 0.55
10169999, 1737217615, "2025/1/18 16:26:55", 3.69, 0.69
10180000, 1737217625, "2025/1/18 16:27:5", 3.71, 0.61
10189999, 1737217635, "2025/1/18 16:27:15", 3.69, 0.71
10199999, 1737217645, "2025/1/18 16:27:25", 3.69, 0.59
10209999, 1737217655, "2025/1/18 16:27:35", 3.69, 0.77
10219999, 1737217665, "2025/1/18 16:27:45", 3.65, 0.57
10229999, 1737217675, "2025/1/18 16:27:55", 3.63, 0.71
10240000, 1737217685, "2025/1/18 16:28:5", 3.67, 0.65
10249999, 1737217695, "2025/1/18 16:28:15", 3.65, 0.71
10259999, 1737217705, "2025/1/18 16:28:25", 3.67, 0.67
10269999, 1737217715, "2025/1/18 16:28:35", 3.61, 0.57
10279999, 1737217725, "2025/1/18 16:28:45", 3.63, 0.67
10289999, 1737217735, "2025/1/18 16:28:55", 3.61, 0.49
10299999, 1737217745, "2025/1/18 16:29:5", 3.59, 0.63
10309999, 1737217755, "2025/1/18 16:29:15", 3.61, 0.63
10320000, 1737217765, "2025/1/18 16:29:25", 3.59, 0.61
10329999, 1737217775, "2025/1/18 16:29:35", 3.57, 0.57
10339999, 1737217785, "2025/1/18 16:29:45", 3.57, 0.61
10349998, 1737217795, "2025/1/18 16:29:55", 3.59, 0.63
10359999, 1737217805, "2025/1/18 16:30:5", 3.53, 0.47
10369999, 1737217815, "2025/1/18 16:30:15", 3.57, 0.63
10379999, 1737217825, "2025/1/18 16:30:25", 3.55, 0.63
10389999, 1737217835, "2025/1/18 16:30:35", 3.53, 0.51
10399998, 1737217845, "2025/1/18 16:30:45", 3.55, 0.61
10409999, 1737217855, "2025/1/18 16:30:55", 3.53, 0.61
10419999, 1737217865, "2025/1/18 16:31:5", 3.53, 0.65
10430000, 1737217875, "2025/1/18 16:31:15", 3.53, 0.59
10439999, 1737217885, "2025/1/18 16:31:25", 3.51, 0.61
10449999, 1737217895, "2025/1/18 16:31:35", 3.51, 0.61
10459999, 1737217905, "2025/1/18 16:31:45", 3.53, 0.65
10469999, 1737217915, "2025/1/18 16:31:55", 3.47, 0.63
10479998, 1737217925, "2025/1/18 16:32:5", 3.47, 0.59
10490000, 1737217935, "2025/1/18 16:32:15", 3.49, 0.59
10499999, 1737217945, "2025/1/18 16:32:25", 3.47, 0.49
10510000, 1737217955, "2025/1/18 16:32:35", 3.47, 0.65
10519999, 1737217965, "2025/1/18 16:32:45", 3.47, 0.55
10529999, 1737217975, "2025/1/18 16:32:55", 3.45, 0.63
10539999, 1737217985, "2025/1/18 16:33:5", 3.45, 0.49
10549999, 1737217995, "2025/1/18 16:33:15", 3.47, 0.55
10559998, 1737218005, "2025/1/18 16:33:25", 3.45, 0.47
10569999, 1737218015, "2025/1/18 16:33:35", 3.45, 0.59
10579999, 1737218025, "2025/1/18 16:33:45", 3.41, 0.61
10589999, 1737218035, "2025/1/18 16:33:55", 3.43, 0.75
10599999, 1737218045, "2025/1/18 16:34:5", 3.43, 0.67
10609999, 1737218055, "2025/1/18 16:34:15", 3.41, 0.53
10619999, 1737218065, "2025/1/18 16:34:25", 3.39, 0.53
10629999, 1737218075, "2025/1/18 16:34:35", 3.37, 0.55
10639998, 1737218085, "2025/1/18 16:34:45", 3.41, 0.51
10649999, 1737218095, "2025/1/18 16:34:55", 3.33, 0.57
10659999, 1737218105, "2025/1/18 16:35:5", 3.37, 0.59
10669999, 1737218115, "2025/1/18 16:35:15", 3.35, 0.55
10679999, 1737218125, "2025/1/18 16:35:25", 3.35, 0.47
10689999, 1737218135, "2025/1/18 16:35:35", 3.35, 0.49
10699999, 1737218145, "2025/1/18 16:35:45", 3.35, 0.45
10709999, 1737218155, "2025/1/18 16:35:55", 3.33, 0.57
10719998, 1737218165, "2025/1/18 16:36:5", 3.33, 0.51
10729999, 1737218175, "2025/1/18 16:36:15", 3.33, 0.59
10739999, 1737218185, "2025/1/18 16:36:25", 3.31, 0.55
10749999, 1737218195, "2025/1/18 16:36:35", 3.29, 0.47
10759999, 1737218205, "2025/1/18 16:36:45", 3.31, 0.47
10769999, 1737218215, "2025/1/18 16:36:55", 3.27, 0.35
10779999, 1737218225, "2025/1/18 16:37:5", 3.27, 0.45
10790000, 1737218235, "2025/1/18 16:37:15", 3.27, 0.53
10800000, 1737218245, "2025/1/18 16:37:25", 3.23, 0.49
10809999, 1737218255, "2025/1/18 16:37:35", 3.25, 0.43
10819999, 1737218265, "2025/1/18 16:37:45", 3.25, 0.53
10829999, 1737218275, "2025/1/18 16:37:55", 3.23, 0.51
10839999, 1737218285, "2025/1/18 16:38:5", 3.23, 0.53
10849999, 1737218295, "2025/1/18 16:38:15", 3.23, 0.45
10859999, 1737218305, "2025/1/18 16:38:25", 3.23, 0.59
10869999, 1737218315, "2025/1/18 16:38:35", 3.23, 0.61
10879998, 1737218325, "2025/1/18 16:38:45", 3.21, 0.47
10889999, 1737218335, "2025/1/18 16:38:55", 3.17, 0.51
10899999, 1737218345, "2025/1/18 16:39:5", 3.17, 0.43
10909999, 1737218355, "2025/1/18 16:39:15", 3.19, 0.59
10919999, 1737218365, "2025/1/18 16:39:25", 3.19, 0.53
10929999, 1737218375, "2025/1/18 16:39:35", 3.19, 0.49
10939999, 1737218385, "2025/1/18 16:39:45", 3.17, 0.43
10949999, 1737218395, "2025/1/18 16:39:55", 3.17, 0.45
10959998, 1737218405, "2025/1/18 16:40:5", 3.17, 0.45
10969999, 1737218415, "2025/1/18 16:40:15", 3.15, 0.53
10979999, 1737218425, "2025/1/18 16:40:25", 3.13, 0.39
10990000, 1737218435, "2025/1/18 16:40:35", 3.15, 0.55
10999999, 1737218445, "2025/1/18 16:40:45", 3.13, 0.45
11009999, 1737218455, "2025/1/18 16:40:55", 3.13, 0.51
11019999, 1737218465, "2025/1/18 16:41:5", 3.09, 0.39
11029999, 1737218475, "2025/1/18 16:41:15", 3.11, 0.43
11039998, 1737218485, "2025/1/18 16:41:25", 3.11, 0.43
11049999, 1737218495, "2025/1/18 16:41:35", 3.09, 0.47
11059999, 1737218505, "2025/1/18 16:41:45", 3.09, 0.51
11069999, 1737218515, "2025/1/18 16:41:55", 3.09, 0.47
11079999, 1737218525, "2025/1/18 16:42:5", 3.07, 0.57
11089999, 1737218535, "2025/1/18 16:42:15", 3.11, 0.61
11100000, 1737218545, "2025/1/18 16:42:25", 3.07, 0.39
11109999, 1737218555, "2025/1/18 16:42:35", 3.07, 0.43
11120000, 1737218565, "2025/1/18 16:42:45", 3.05, 0.65
11129999, 1737218575, "2025/1/18 16:42:55", 3.05, 0.53
11139999, 1737218585, "2025/1/18 16:43:5", 3.05, 0.45
11149999, 1737218595, "2025/1/18 16:43:15", 3.05, 0.55
11159999, 1737218605, "2025/1/18 16:43:25", 3.03, 0.39
11169998, 1737218615, "2025/1/18 16:43:35", 3.05, 0.49
11179999, 1737218625, "2025/1/18 16:43:45", 3.05, 0.43
11189999, 1737218635, "2025/1/18 16:43:55", 3.03, 0.43
11199998, 1737218645, "2025/1/18 16:44:5", 3.03, 0.41
11209999, 1737218655, "2025/1/18 16:44:15", 2.99, 0.39
11219999, 1737218665, "2025/1/18 16:44:25", 2.99, 0.47
11229999, 1737218675, "2025/1/18 16:44:35", 2.99, 0.39
11239999, 1737218685, "2025/1/18 16:44:45", 2.97, 0.39
11249998, 1737218695, "2025/1/18 16:44:55", 3.01, 0.31
11259999, 1737218705, "2025/1/18 16:45:5", 2.97, 0.47
11269999, 1737218715, "2025/1/18 16:45:15", 2.99, 0.51
11279998, 1737218725, "2025/1/18 16:45:25", 2.95, 0.31
11289999, 1737218735, "2025/1/18 16:45:35", 2.97, 0.47
11299999, 1737218745, "2025/1/18 16:45:45", 2.97, 0.45
11309999, 1737218755, "2025/1/18 16:45:55", 2.95, 0.43
11319999, 1737218765, "2025/1/18 16:46:5", 2.93, 0.47
11329999, 1737218775, "2025/1/18 16:46:15", 2.95, 0.47
11339999, 1737218785, "2025/1/18 16:46:25", 2.91, 0.41
11349999, 1737218795, "2025/1/18 16:46:35", 2.91, 0.31
11359998, 1737218805, "2025/1/18 16:46:45", 2.91, 0.41
11369999, 1737218815, "2025/1/18 16:46:55", 2.93, 0.47
11379999, 1737218825, "2025/1/18 16:47:5", 2.89, 0.33
11390000, 1737218835, "2025/1/18 16:47:15", 2.89, 0.47
11399999, 1737218845, "2025/1/18 16:47:25", 2.91, 0.37
11409999, 1737218855, "2025/1/18 16:47:35", 2.91, 0.49
11419999, 1737218865, "2025/1/18 16:47:45", 2.91, 0.39
11430000, 1737218875, "2025/1/18 16:47:55", 2.89, 0.43
11439998, 1737218885, "2025/1/18 16:48:5", 2.89, 0.39
11449999, 1737218895, "2025/1/18 16:48:15", 2.87, 0.43
11459999, 1737218905, "2025/1/18 16:48:25", 2.87, 0.35
11469999, 1737218915, "2025/1/18 16:48:35", 2.87, 0.39
11480000, 1737218925, "2025/1/18 16:48:45", 2.89, 0.39
11489999, 1737218935, "2025/1/18 16:48:55", 2.85, 0.41
11500000, 1737218945, "2025/1/18 16:49:5", 2.85, 0.35
11509999, 1737218955, "2025/1/18 16:49:15", 2.83, 0.53
11520000, 1737218965, "2025/1/18 16:49:25", 2.85, 0.33
11529999, 1737218975, "2025/1/18 16:49:35", 2.83, 0.41
11539999, 1737218985, "2025/1/18 16:49:45", 2.81, 0.45
11549999, 1737218995, "2025/1/18 16:49:55", 2.83, 0.45
11559999, 1737219005, "2025/1/18 16:50:5", 2.83, 0.53
11569999, 1737219015, "2025/1/18 16:50:15", 2.79, 0.53
11579999, 1737219025, "2025/1/18 16:50:25", 2.81, 0.55
11589999, 1737219035, "2025/1/18 16:50:35", 2.79, 0.59
11599998, 1737219045, "2025/1/18 16:50:45", 2.81, 0.69
11609999, 1737219055, "2025/1/18 16:50:55", 2.79, 0.59
11619999, 1737219065, "2025/1/18 16:51:5", 2.77, 0.63
11630000, 1737219075, "2025/1/18 16:51:15", 2.81, 0.61
11639999, 1737219085, "2025/1/18 16:51:25", 2.81, 0.67
11649999, 1737219095, "2025/1/18 16:51:35", 2.79, 0.63
11660000, 1737219105, "2025/1/18 16:51:45", 2.77, 0.63
11669999, 1737219115, "2025/1/18 16:51:55", 2.77, 0.69
11680000, 1737219125, "2025/1/18 16:52:5", 2.77, 0.67
11689999, 1737219135, "2025/1/18 16:52:15", 2.69, 0.63
11700000, 1737219145, "2025/1/18 16:52:25", 2.77, 0.65
11709999, 1737219155, "2025/1/18 16:52:35", 2.81, 0.85
11719999, 1737219165, "2025/1/18 16:52:45", 2.81, 0.73
11729999, 1737219175, "2025/1/18 16:52:55", 2.75, 0.59
11739999, 1737219185, "2025/1/18 16:53:5", 2.77, 0.69
11749999, 1737219195, "2025/1/18 16:53:15", 2.75, 0.67
11760000, 1737219205, "2025/1/18 16:53:25", 2.79, 0.77
11769999, 1737219215, "2025/1/18 16:53:35", 2.77, 0.69
11779999, 1737219225, "2025/1/18 16:53:45", 2.77, 0.65
11789999, 1737219235, "2025/1/18 16:53:55", 2.77, 0.69
11800000, 1737219245, "2025/1/18 16:54:5", 2.77, 0.59
11809999, 1737219255, "2025/1/18 16:54:15", 2.73, 0.63
11819999, 1737219265, "2025/1/18 16:54:25", 2.77, 0.67
11829999, 1737219275, "2025/1/18 16:54:35", 2.77, 0.69
11840000, 1737219285, "2025/1/18 16:54:45", 2.75, 0.59
11849999, 1737219295, "2025/1/18 16:54:55", 2.75, 0.71
11859999, 1737219305, "2025/1/18 16:55:5", 2.75, 0.69
11869999, 1737219315, "2025/1/18 16:55:15", 2.73, 0.69
11879999, 1737219325, "2025/1/18 16:55:25", 2.73, 0.55
11889998, 1737219335, "2025/1/18 16:55:35", 2.77, 0.71
11899999, 1737219345, "2025/1/18 16:55:45", 2.73, 0.57
11909999, 1737219355, "2025/1/18 16:55:55", 2.73, 0.69
11919998, 1737219365, "2025/1/18 16:56:5", 2.69, 0.69
11929999, 1737219375, "2025/1/18 16:56:15", 2.75, 0.67
11939999, 1737219385, "2025/1/18 16:56:25", 2.73, 0.67
11949999, 1737219395, "2025/1/18 16:56:35", 2.73, 0.61
11959999, 1737219405, "2025/1/18 16:56:45", 2.73, 0.65
11969999, 1737219415, "2025/1/18 16:56:55", 2.73, 0.77
11979999, 1737219425, "2025/1/18 16:57:5", 2.73, 0.67
11989999, 1737219435, "2025/1/18 16:57:15", 2.77, 0.69
12000000, 1737219445, "2025/1/18 16:57:25", 2.73, 0.77
12009999, 1737219455, "2025/1/18 16:57:35", 2.69, 0.75
12019999, 1737219465, "2025/1/18 16:57:45", 2.73, 0.77
12029999, 1737219475, "2025/1/18 16:57:55", 2.69, 0.67
12039999, 1737219485, "2025/1/18 16:58:5", 2.69, 0.75
12049999, 1737219495, "2025/1/18 16:58:15", 2.75, 0.59
12059999, 1737219505, "2025/1/18 16:58:25", 2.73, 0.65
12069998, 1737219515, "2025/1/18 16:58:35", 2.69, 0.61
12079998, 1737219525, "2025/1/18 16:58:45", 2.73, 0.75
12089999, 1737219535, "2025/1/18 16:58:55", 2.71, 0.77
12099999, 1737219545, "2025/1/18 16:59:5", 2.73, 0.73
12109999, 1737219555, "2025/1/18 16:59:15", 2.73, 0.73
12119999, 1737219565, "2025/1/18 16:59:25", 2.69, 0.65
12129999, 1737219575, "2025/1/18 16:59:35", 2.73, 0.79
12139999, 1737219585, "2025/1/18 16:59:45", 2.69, 0.71
12149999, 1737219595, "2025/1/18 16:59:55", 2.75, 0.79
12160000, 1737219605, "2025/1/18 17:0:5", 2.69, 0.75
12169999, 1737219615, "2025/1/18 17:0:15", 2.69, 0.71
12179999, 1737219625, "2025/1/18 17:0:25", 2.73, 0.79
12189999, 1737219635, "2025/1/18 17:0:35", 2.73, 0.75
12199999, 1737219645, "2025/1/18 17:0:45", 2.69, 0.67
12209999, 1737219655, "2025/1/18 17:0:55", 2.73, 0.71
12219999, 1737219665, "2025/1/18 17:1:5", 2.73, 0.79
12229999, 1737219675, "2025/1/18 17:1:15", 2.71, 0.75
12240000, 1737219685, "2025/1/18 17:1:25", 2.69, 0.77
12249999, 1737219695, "2025/1/18 17:1:35", 2.73, 0.65
12259999, 1737219705, "2025/1/18 17:1:45", 2.73, 0.69
12269999, 1737219715, "2025/1/18 17:1:55", 2.73, 0.75
12279999, 1737219725, "2025/1/18 17:2:5", 2.73, 0.67
12289999, 1737219735, "2025/1/18 17:2:15", 2.73, 0.67
12299999, 1737219745, "2025/1/18 17:2:25", 2.73, 0.71
12309999, 1737219755, "2025/1/18 17:2:35", 2.73, 0.83
12319998, 1737219765, "2025/1/18 17:2:45", 2.75, 0.65
12329999, 1737219775, "2025/1/18 17:2:55", 2.73, 0.77
12340000, 1737219785, "2025/1/18 17:3:5", 2.75, 0.63
12349998, 1737219795, "2025/1/18 17:3:15", 2.73, 0.79
12359999, 1737219805, "2025/1/18 17:3:25", 2.73, 0.75
12369999, 1737219815, "2025/1/18 17:3:35", 2.73, 0.67
12379999, 1737219825, "2025/1/18 17:3:45", 2.73, 0.77
12389999, 1737219835, "2025/1/18 17:3:55", 2.75, 0.81
12399998, 1737219845, "2025/1/18 17:4:5", 2.75, 0.75
12409999, 1737219855, "2025/1/18 17:4:15", 2.73, 0.75
12419999, 1737219865, "2025/1/18 17:4:25", 2.75, 0.79
12429999, 1737219875, "2025/1/18 17:4:35", 2.73, 0.73
12440000, 1737219885, "2025/1/18 17:4:45", 2.73, 0.79
12449999, 1737219895, "2025/1/18 17:4:55", 2.77, 0.85
12459999, 1737219905, "2025/1/18 17:5:5", 2.75, 0.93
12469999, 1737219915, "2025/1/18 17:5:15", 2.75, 0.81
12479998, 1737219925, "2025/1/18 17:5:25", 2.77, 0.81
12489999, 1737219935, "2025/1/18 17:5:35", 2.73, 0.79
12499999, 1737219945, "2025/1/18 17:5:45", 2.73, 0.79
12510000, 1737219955, "2025/1/18 17:5:55", 2.75, 0.87
12519999, 1737219965, "2025/1/18 17:6:5", 2.75, 0.67
12529999, 1737219975, "2025/1/18 17:6:15", 2.73, 0.75
12539999, 1737219985, "2025/1/18 17:6:25", 2.77, 0.83
12549999, 1737219995, "2025/1/18 17:6:35", 2.75, 0.75
12559998, 1737220005, "2025/1/18 17:6:45", 2.77, 0.83
12569999, 1737220015, "2025/1/18 17:6:55", 2.75, 0.75
12580000, 1737220025, "2025/1/18 17:7:5", 2.73, 0.67
12589999, 1737220035, "2025/1/18 17:7:15", 2.77, 0.73
12599999, 1737220045, "2025/1/18 17:7:25", 2.75, 0.71
12609999, 1737220055, "2025/1/18 17:7:35", 2.77, 0.79
12619999, 1737220065, "2025/1/18 17:7:45", 2.79, 0.71
12629999, 1737220075, "2025/1/18 17:7:55", 2.81, 0.85
12639998, 1737220085, "2025/1/18 17:8:5", 2.77, 0.77
12649999, 1737220095, "2025/1/18 17:8:15", 2.81, 0.77
12659999, 1737220105, "2025/1/18 17:8:25", 2.81, 0.81
