

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1734983059
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-0.37,
1,2910065340557820165,-0.37,
2,2902201770801365469,-1.31,
3,2893986434666987807,-0.50,
4,2918313179895300117,-0.88,
5,2935393797722341677,-0.37,
6,2910065340557820165,-0.37,
7,2902201770801365469,-1.25,
8,2893986434666987807,-0.50,
9,2918313179895300117,-0.88,
10,2935393797722341677,-0.37,
11,2910065340557820165,-0.37,
12,2902201770801365469,-1.25,
13,2893986434666987807,-0.50,
14,2918313179895300117,-0.88,
15,2935393797722341677,-0.31,
16,2910065340557820165,-0.37,
17,2902201770801365469,-1.25,
18,2893986434666987807,-0.50,
19,2918313179895300117,-0.94,
20,2935393797722341677,-0.37,
21,2910065340557820165,-0.37,
22,2902201770801365469,-1.25,
23,2893986434666987807,-0.50,
24,2918313179895300117,-0.88,
25,2935393797722341677,-0.31,
26,2910065340557820165,-0.37,
27,2902201770801365469,-1.25,
28,2893986434666987807,-0.50,
29,2918313179895300117,-0.88,
THERMISTORS_STOP

DATA-stop

