

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1735616959
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-3.25,
1,2910065340557820165,-3.31,
2,2902201770801365469,-4.12,
3,2893986434666987807,-3.25,
4,2918313179895300117,-4.12,
5,2935393797722341677,-3.19,
6,2910065340557820165,-3.31,
7,2902201770801365469,-4.12,
8,2893986434666987807,-3.25,
9,2918313179895300117,-4.12,
10,2935393797722341677,-3.25,
11,2910065340557820165,-3.31,
12,2902201770801365469,-4.12,
13,2893986434666987807,-3.25,
14,2918313179895300117,-4.12,
15,2935393797722341677,-3.19,
16,2910065340557820165,-3.31,
17,2902201770801365469,-4.12,
18,2893986434666987807,-3.25,
19,2918313179895300117,-4.12,
20,2935393797722341677,-3.19,
21,2910065340557820165,-3.31,
22,2902201770801365469,-4.12,
23,2893986434666987807,-3.25,
24,2918313179895300117,-4.12,
25,2935393797722341677,-3.19,
26,2910065340557820165,-3.31,
27,2902201770801365469,-4.12,
28,2893986434666987807,-3.25,
29,2918313179895300117,-4.12,
THERMISTORS_STOP

DATA-stop

