

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1734525589
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,6.25,
1,2910065340557820165,6.19,
2,2902201770801365469,6.12,
3,2893986434666987807,6.31,
4,2918313179895300117,6.31,
5,2935393797722341677,6.25,
6,2910065340557820165,6.19,
7,2902201770801365469,6.12,
8,2893986434666987807,6.31,
9,2918313179895300117,6.31,
10,2935393797722341677,6.25,
11,2910065340557820165,6.25,
12,2902201770801365469,6.12,
13,2893986434666987807,6.31,
14,2918313179895300117,6.37,
15,2935393797722341677,6.25,
16,2910065340557820165,6.19,
17,2902201770801365469,6.12,
18,2893986434666987807,6.37,
19,2918313179895300117,6.37,
20,2935393797722341677,6.25,
21,2910065340557820165,6.19,
22,2902201770801365469,6.12,
23,2893986434666987807,6.31,
24,2918313179895300117,6.31,
25,2935393797722341677,6.25,
26,2910065340557820165,6.25,
27,2902201770801365469,6.12,
28,2893986434666987807,6.31,
29,2918313179895300117,6.37,
THERMISTORS_STOP

DATA-stop

