

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1734856350
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,1.56,
1,2910065340557820165,1.44,
2,2902201770801365469,0.69,
3,2893986434666987807,1.06,
4,2918313179895300117,0.88,
5,2935393797722341677,1.56,
6,2910065340557820165,1.44,
7,2902201770801365469,0.75,
8,2893986434666987807,1.06,
9,2918313179895300117,0.88,
10,2935393797722341677,1.56,
11,2910065340557820165,1.44,
12,2902201770801365469,0.75,
13,2893986434666987807,1.06,
14,2918313179895300117,0.88,
15,2935393797722341677,1.56,
16,2910065340557820165,1.44,
17,2902201770801365469,0.75,
18,2893986434666987807,1.06,
19,2918313179895300117,0.88,
20,2935393797722341677,1.56,
21,2910065340557820165,1.44,
22,2902201770801365469,0.75,
23,2893986434666987807,1.06,
24,2918313179895300117,0.88,
25,2935393797722341677,1.56,
26,2910065340557820165,1.44,
27,2902201770801365469,0.75,
28,2893986434666987807,1.06,
29,2918313179895300117,0.88,
THERMISTORS_STOP

DATA-stop

