

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1735992175
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-6.37,
1,2910065340557820165,-6.19,
2,2902201770801365469,-3.12,
3,2893986434666987807,-4.37,
4,2918313179895300117,-3.37,
5,2935393797722341677,-6.37,
6,2910065340557820165,-6.19,
7,2902201770801365469,-3.06,
8,2893986434666987807,-4.31,
9,2918313179895300117,-3.37,
10,2935393797722341677,-6.37,
11,2910065340557820165,-6.19,
12,2902201770801365469,-3.06,
13,2893986434666987807,-4.31,
14,2918313179895300117,-3.37,
15,2935393797722341677,-6.37,
16,2910065340557820165,-6.19,
17,2902201770801365469,-3.06,
18,2893986434666987807,-4.31,
19,2918313179895300117,-3.37,
20,2935393797722341677,-6.37,
21,2910065340557820165,-6.19,
22,2902201770801365469,-3.06,
23,2893986434666987807,-4.31,
24,2918313179895300117,-3.31,
25,2935393797722341677,-6.37,
26,2910065340557820165,-6.19,
27,2902201770801365469,-3.06,
28,2893986434666987807,-4.31,
29,2918313179895300117,-3.37,
THERMISTORS_STOP

DATA-stop

