

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1735681501
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-3.87,
1,2910065340557820165,-3.87,
2,2902201770801365469,-3.94,
3,2893986434666987807,-3.69,
4,2918313179895300117,-3.62,
5,2935393797722341677,-3.87,
6,2910065340557820165,-3.87,
7,2902201770801365469,-3.94,
8,2893986434666987807,-3.69,
9,2918313179895300117,-3.62,
10,2935393797722341677,-3.81,
11,2910065340557820165,-3.87,
12,2902201770801365469,-3.94,
13,2893986434666987807,-3.69,
14,2918313179895300117,-3.62,
15,2935393797722341677,-3.81,
16,2910065340557820165,-3.87,
17,2902201770801365469,-3.94,
18,2893986434666987807,-3.69,
19,2918313179895300117,-3.56,
20,2935393797722341677,-3.81,
21,2910065340557820165,-3.87,
22,2902201770801365469,-3.87,
23,2893986434666987807,-3.69,
24,2918313179895300117,-3.62,
25,2935393797722341677,-3.81,
26,2910065340557820165,-3.87,
27,2902201770801365469,-3.87,
28,2893986434666987807,-3.69,
29,2918313179895300117,-3.56,
THERMISTORS_STOP

DATA-stop

