

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1734907441
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,0.69,
1,2910065340557820165,0.62,
2,2902201770801365469,-0.62,
3,2893986434666987807,0.31,
4,2918313179895300117,-0.31,
5,2935393797722341677,0.69,
6,2910065340557820165,0.69,
7,2902201770801365469,-0.56,
8,2893986434666987807,0.31,
9,2918313179895300117,-0.31,
10,2935393797722341677,0.69,
11,2910065340557820165,0.62,
12,2902201770801365469,-0.62,
13,2893986434666987807,0.31,
14,2918313179895300117,-0.31,
15,2935393797722341677,0.69,
16,2910065340557820165,0.69,
17,2902201770801365469,-0.56,
18,2893986434666987807,0.31,
19,2918313179895300117,-0.31,
20,2935393797722341677,0.69,
21,2910065340557820165,0.69,
22,2902201770801365469,-0.62,
23,2893986434666987807,0.31,
24,2918313179895300117,-0.31,
25,2935393797722341677,0.69,
26,2910065340557820165,0.69,
27,2902201770801365469,-0.62,
28,2893986434666987807,0.31,
29,2918313179895300117,-0.31,
THERMISTORS_STOP

DATA-stop

