

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1734704119
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,1.37,
1,2910065340557820165,1.31,
2,2902201770801365469,0.44,
3,2893986434666987807,0.88,
4,2918313179895300117,0.44,
5,2935393797722341677,1.44,
6,2910065340557820165,1.31,
7,2902201770801365469,0.44,
8,2893986434666987807,0.88,
9,2918313179895300117,0.44,
10,2935393797722341677,1.44,
11,2910065340557820165,1.31,
12,2902201770801365469,0.44,
13,2893986434666987807,0.88,
14,2918313179895300117,0.44,
15,2935393797722341677,1.44,
16,2910065340557820165,1.31,
17,2902201770801365469,0.44,
18,2893986434666987807,0.88,
19,2918313179895300117,0.50,
20,2935393797722341677,1.44,
21,2910065340557820165,1.31,
22,2902201770801365469,0.44,
23,2893986434666987807,0.88,
24,2918313179895300117,0.44,
25,2935393797722341677,1.44,
26,2910065340557820165,1.31,
27,2902201770801365469,0.44,
28,2893986434666987807,0.94,
29,2918313179895300117,0.50,
THERMISTORS_STOP

DATA-stop

