

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1735862892
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-8.00,
1,2910065340557820165,-8.00,
2,2902201770801365469,-8.13,
3,2893986434666987807,-7.94,
4,2918313179895300117,-7.81,
5,2935393797722341677,-8.00,
6,2910065340557820165,-8.00,
7,2902201770801365469,-8.13,
8,2893986434666987807,-7.94,
9,2918313179895300117,-7.75,
10,2935393797722341677,-7.94,
11,2910065340557820165,-8.00,
12,2902201770801365469,-8.13,
13,2893986434666987807,-7.94,
14,2918313179895300117,-7.75,
15,2935393797722341677,-7.94,
16,2910065340557820165,-8.00,
17,2902201770801365469,-8.13,
18,2893986434666987807,-7.94,
19,2918313179895300117,-7.75,
20,2935393797722341677,-7.94,
21,2910065340557820165,-8.00,
22,2902201770801365469,-8.13,
23,2893986434666987807,-7.94,
24,2918313179895300117,-7.75,
25,2935393797722341677,-7.94,
26,2910065340557820165,-8.00,
27,2902201770801365469,-8.13,
28,2893986434666987807,-7.94,
29,2918313179895300117,-7.75,
THERMISTORS_STOP

DATA-stop

