

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1735967439
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-12.19,
1,2910065340557820165,-12.19,
2,2902201770801365469,-12.56,
3,2893986434666987807,-12.38,
4,2918313179895300117,-12.13,
5,2935393797722341677,-12.19,
6,2910065340557820165,-12.19,
7,2902201770801365469,-12.56,
8,2893986434666987807,-12.38,
9,2918313179895300117,-12.19,
10,2935393797722341677,-12.19,
11,2910065340557820165,-12.19,
12,2902201770801365469,-12.56,
13,2893986434666987807,-12.38,
14,2918313179895300117,-12.13,
15,2935393797722341677,-12.19,
16,2910065340557820165,-12.19,
17,2902201770801365469,-12.56,
18,2893986434666987807,-12.38,
19,2918313179895300117,-12.13,
20,2935393797722341677,-12.19,
21,2910065340557820165,-12.19,
22,2902201770801365469,-12.56,
23,2893986434666987807,-12.38,
24,2918313179895300117,-12.13,
25,2935393797722341677,-12.19,
26,2910065340557820165,-12.19,
27,2902201770801365469,-12.56,
28,2893986434666987807,-12.38,
29,2918313179895300117,-12.13,
THERMISTORS_STOP

DATA-stop

