

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1735821151
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-5.06,
1,2910065340557820165,-5.06,
2,2902201770801365469,-4.25,
3,2893986434666987807,-4.50,
4,2918313179895300117,-4.00,
5,2935393797722341677,-5.06,
6,2910065340557820165,-5.06,
7,2902201770801365469,-4.25,
8,2893986434666987807,-4.50,
9,2918313179895300117,-4.00,
10,2935393797722341677,-5.06,
11,2910065340557820165,-5.06,
12,2902201770801365469,-4.25,
13,2893986434666987807,-4.50,
14,2918313179895300117,-4.00,
15,2935393797722341677,-5.06,
16,2910065340557820165,-5.12,
17,2902201770801365469,-4.25,
18,2893986434666987807,-4.50,
19,2918313179895300117,-4.00,
20,2935393797722341677,-5.06,
21,2910065340557820165,-5.12,
22,2902201770801365469,-4.25,
23,2893986434666987807,-4.50,
24,2918313179895300117,-4.00,
25,2935393797722341677,-5.06,
26,2910065340557820165,-5.12,
27,2902201770801365469,-4.25,
28,2893986434666987807,-4.50,
29,2918313179895300117,-4.00,
THERMISTORS_STOP

DATA-stop

