

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1735594197
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-0.94,
1,2910065340557820165,-1.00,
2,2902201770801365469,-1.50,
3,2893986434666987807,-0.94,
4,2918313179895300117,-1.56,
5,2935393797722341677,-0.94,
6,2910065340557820165,-1.00,
7,2902201770801365469,-1.50,
8,2893986434666987807,-0.94,
9,2918313179895300117,-1.56,
10,2935393797722341677,-0.94,
11,2910065340557820165,-1.00,
12,2902201770801365469,-1.50,
13,2893986434666987807,-0.94,
14,2918313179895300117,-1.56,
15,2935393797722341677,-0.94,
16,2910065340557820165,-1.00,
17,2902201770801365469,-1.50,
18,2893986434666987807,-0.88,
19,2918313179895300117,-1.50,
20,2935393797722341677,-0.94,
21,2910065340557820165,-1.00,
22,2902201770801365469,-1.50,
23,2893986434666987807,-0.88,
24,2918313179895300117,-1.56,
25,2935393797722341677,-0.94,
26,2910065340557820165,-1.00,
27,2902201770801365469,-1.50,
28,2893986434666987807,-0.94,
29,2918313179895300117,-1.56,
THERMISTORS_STOP

DATA-stop

