

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1736066340
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-14.13,
1,2910065340557820165,-14.13,
2,2902201770801365469,-14.38,
3,2893986434666987807,-14.31,
4,2918313179895300117,-13.94,
5,2935393797722341677,-14.13,
6,2910065340557820165,-14.13,
7,2902201770801365469,-14.38,
8,2893986434666987807,-14.31,
9,2918313179895300117,-13.94,
10,2935393797722341677,-14.13,
11,2910065340557820165,-14.13,
12,2902201770801365469,-14.38,
13,2893986434666987807,-14.31,
14,2918313179895300117,-13.94,
15,2935393797722341677,-14.06,
16,2910065340557820165,-14.13,
17,2902201770801365469,-14.38,
18,2893986434666987807,-14.31,
19,2918313179895300117,-13.94,
20,2935393797722341677,-14.06,
21,2910065340557820165,-14.13,
22,2902201770801365469,-14.38,
23,2893986434666987807,-14.31,
24,2918313179895300117,-13.94,
25,2935393797722341677,-14.13,
26,2910065340557820165,-14.13,
27,2902201770801365469,-14.38,
28,2893986434666987807,-14.31,
29,2918313179895300117,-13.94,
THERMISTORS_STOP

DATA-stop

