

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1734846902
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,3.00,
1,2910065340557820165,2.94,
2,2902201770801365469,2.69,
3,2893986434666987807,2.94,
4,2918313179895300117,2.87,
5,2935393797722341677,3.00,
6,2910065340557820165,2.94,
7,2902201770801365469,2.69,
8,2893986434666987807,3.00,
9,2918313179895300117,2.94,
10,2935393797722341677,3.00,
11,2910065340557820165,2.94,
12,2902201770801365469,2.69,
13,2893986434666987807,3.00,
14,2918313179895300117,2.94,
15,2935393797722341677,3.00,
16,2910065340557820165,2.94,
17,2902201770801365469,2.69,
18,2893986434666987807,2.94,
19,2918313179895300117,2.87,
20,2935393797722341677,3.00,
21,2910065340557820165,2.94,
22,2902201770801365469,2.69,
23,2893986434666987807,3.00,
24,2918313179895300117,2.94,
25,2935393797722341677,3.00,
26,2910065340557820165,2.94,
27,2902201770801365469,2.69,
28,2893986434666987807,3.00,
29,2918313179895300117,2.94,
THERMISTORS_STOP

DATA-stop

